"id","histopo_uri","nederzetting","type","bron","lat","lon","reden","jaar_gebeurtenis","periode","locatie","eindjaar_min","eindjaar_max"
"102","http://www.histopo.nl/plaats/439ec814-7077-3341-0df5-323558ca6d84","Nederwetten","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 210","51.4915006327","5.51444705718","verplaatsing","-","1600 - 1700","bekend","1600","1700"
"103","http://www.histopo.nl/plaats/a8e864d0-7a04-0bb9-cc8f-0a9b189a3656","Horis","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 213","51.0469796009","5.77130604604","overstroming","1746 - 1747","1700 - 1800","bekend","1746","1747"
"104","http://www.histopo.nl/plaats/7b415f0e-d8d9-4407-bae0-ad5c24affe8b","Haagsittard","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 217","50.9906763211","5.89843682195","ontvolking","-","1000 - 1500","bekend","1000","1500"
"105","http://www.histopo.nl/plaats/b9f09dd5-4967-567d-4f50-1f82e0292b63","Elsebeen","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 222","51.2461091964","5.92364192433","fictief","-","-","onbekend","0","0"
"106","http://www.histopo.nl/plaats/16d747dd-842b-a420-2650-faff9eea6b2f","Coriovallum","stad","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 226","50.8841656639","5.9760823184","oorlog","-","0 - 500","bekend","0","500"
"107","http://www.histopo.nl/plaats/4f7dba99-e78c-5ac0-30a7-7e46f34bc4ac","Veenhuizen","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 16","53.0549259904","6.39480753928","ontvolking","-","1500 - 1600","bekend","1500","1600"
"108","http://www.histopo.nl/plaats/248c0923-38c2-fc1c-be07-5cba9997827a","Amelte","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 22","52.9849471064","6.60251713397","ontvolking","-","1800 - 1900","bekend","1800","1900"
"109","http://www.histopo.nl/plaats/8dd67a54-a802-6154-07bf-093a69e9a3d9","Orvelterveen","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 26","52.8595402118","6.69337873492","ontvolking","-","1600 - 1700","bekend","1600","1700"
"110","http://www.histopo.nl/plaats/16be94b4-c3b3-ef51-1956-836cf0574da8","Hesselte 1","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 35","52.7737817558","6.20408673627","verplaatsing","-","1600 - 1700","bekend","1600","1700"
"111","http://www.histopo.nl/plaats/ac34442d-2f2e-1c38-c3a4-3dc8c42bbd21","Hesselte 2","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 35","52.7762883991","6.22105787901","oorlog, industrie en infrastructuur, verplaatsing","1942 (Tweede Wereldoorlog)","1900 - 1950","bekend","1942","1942"
"112","http://www.histopo.nl/plaats/750ad964-5e4e-3c04-173b-3c92f25b92f2","Peelo","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 38","53.0158005373","6.56287488527","verplaatsing","-","500 - 1000","bekend","500","1000"
"113","http://www.histopo.nl/plaats/be749cfe-1c29-6929-79a8-05299692f3a7","Staphorst 1","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 45","52.6740492382","6.17629820761","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"114","http://www.histopo.nl/plaats/51fb5b34-66d4-e0e7-129b-fd781cb4dd55","Staphorst 2","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 45","52.666461493","6.18071508387","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"115","http://www.histopo.nl/plaats/71607023-3b1d-83e7-dbb4-5cd66bb92ab4","Staphorst 3","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 45","52.6511170499","6.19715173907","verplaatsing","-","1600 - 1700","bekend","1600","1700"
"116","http://www.histopo.nl/plaats/345b43af-daed-19f4-4bb1-f741f6f2859f","Rouveen 1","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 52","52.6179222767","6.10557901002","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"117","http://www.histopo.nl/plaats/21734d16-c7ba-3828-b587-61b7e23bc26f","Rouveen 2","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 52","52.6197279441","6.13911499407","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"118","http://www.histopo.nl/plaats/02c369b0-3f78-d91d-b96e-2998a7a522c0","Rouveen 3","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 52","52.6178729569","6.16891164505","verplaatsing","-","1600 - 1700","bekend","1600","1700"
"119","http://www.histopo.nl/plaats/8245a723-9da9-2e6e-2363-62f6e3e312b1","Vriezenveen 1","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 58","52.3787681273","6.66364725593","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"120","http://www.histopo.nl/plaats/0bb9eca0-34da-228d-e68b-f3b893729bbe","Vriezenveen 2","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 58","52.3905309498","6.65221805522","verplaatsing","-","1500 - 1600","bekend","1500","1600"
"121","http://www.histopo.nl/plaats/3ca48fea-8350-d1dd-016a-9d9cafd3e83a","Vriezenveen 3","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 58","52.399281108","6.63315927192","oorlog, verplaatsing","-","1800 - 1900","bekend","1800","1900"
"122","http://www.histopo.nl/plaats/a14fe016-f6fd-765d-970c-8f7c145d92bc","Luchere","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 68","52.3663971673","6.10061929406","overstroming","-","1000 - 1500","bekend","1000","1500"
"123","http://www.histopo.nl/plaats/bebcf737-62f7-2a76-3ecf-6d80c3be79f6","Beulake","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 71","52.6945575578","6.0234046915","overstroming","1775 - 1776","1700 - 1800","bekend","1775","1776"
"124","http://www.histopo.nl/plaats/a18371fe-b14e-68df-e014-ae3839d5e5fc","Nagele","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6426285382","5.72552383958","overstroming","-","1000 - 1500","onbekend","1000","1500"
"125","http://www.histopo.nl/plaats/3ce8976c-ca1f-b198-2d1a-2590cfcb119e","Espele","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7236222977","5.64550937032","overstroming","-","1000 - 1500","onbekend","1000","1500"
"126","http://www.histopo.nl/plaats/5633df82-e23d-2bda-6803-7e65873aeb37","Tollebeek","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6775177517","5.67365690629","overstroming","-","1000 - 1500","onbekend","1000","1500"
"127","http://www.histopo.nl/plaats/cb735458-cf68-d868-3d42-5b653e1ffa9f","Luttelgeest","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7418976314","5.85347407618","overstroming","-","1000 - 1500","onbekend","1000","1500"
"128","http://www.histopo.nl/plaats/801bc7e5-d552-64a3-5b29-a4f8ec44deea","Emelwarde","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6439521986","5.78018604757","overstroming, verplaatsing","-","1000 - 1500","bekend","1000","1500"
"129","http://www.histopo.nl/plaats/4956c6e7-0673-c854-db12-ba9537e79be3","Enesce","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.5995654841","5.76609257406","overstroming, verplaatsing","-","1000 - 1500","bekend","1000","1500"
"130","http://www.histopo.nl/plaats/b7b52402-359c-363a-7220-2c72c62cbe4a","Marenesse","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7091152707","5.86203342699","overstroming","-","1000 - 1500","onbekend","1000","1500"
"131","http://www.histopo.nl/plaats/43b6fbb5-0b68-25da-c004-42955772fc6b","Sevenhusum","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6661441987","5.93014454796","overstroming","-","1000 - 1500","onbekend","1000","1500"
"132","http://www.histopo.nl/plaats/53d509a0-fe13-0fde-98f1-0acf9232023b","Venehusen","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7941735792","5.7384215246","overstroming","-","1000 - 1500","onbekend","1000","1500"
"133","http://www.histopo.nl/plaats/3a8dcbf6-0866-b535-cdbf-149b4fdd5265","Lemmerbroek","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.8710154747","5.93087754797","overstroming","-","1000 - 1500","bekend","1000","1500"
"134","http://www.histopo.nl/plaats/ff7d39fc-8fc8-20ea-b89e-47bbe9b63a65","Kunresyl","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7964973013","5.79070274881","overstroming","-","1000 - 1500","onbekend","1000","1500"
"135","http://www.histopo.nl/plaats/d7d30d62-91a8-71ec-e7c0-da9b6b119b37","Sileham","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.7939971148","5.95816353101","overstroming","-","1000 - 1500","bekend","1000","1500"
"136","http://www.histopo.nl/plaats/224211d1-c978-79ec-32db-a609db7ba0cd","Ruthne","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.8038940152","5.69749808996","overstroming","-","1000 - 1500","onbekend","1000","1500"
"137","http://www.histopo.nl/plaats/254a2531-4278-f819-3dd1-2b5d84ca0914","Algotedorp","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6421164208","5.57538517865","overstroming","-","1000 - 1500","onbekend","1000","1500"
"138","http://www.histopo.nl/plaats/9c63ed06-89b7-328e-78ce-01240fc54b06","Orc","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 81","52.6600729705","5.59142463925","oorlog","-","1000 - 1500","bekend","1000","1500"
"139","http://www.histopo.nl/plaats/14b31112-6710-355b-1183-5f775d9253b2","Emmeloord","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 91","52.6551358212","5.77907418905","ontvolking","1859 (ontruiming)","1800 - 1900","bekend","1859","1859"
"140","http://www.histopo.nl/plaats/c56904f2-2e33-9cce-05b9-b92afb013e94","Ens","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 91","52.6192347521","5.77281827181","ontvolking, verplaatsing","-","1700 - 1800","bekend","1700","1800"
"141","http://www.histopo.nl/plaats/68f3a77f-52b2-8a72-e83e-f273ffaf0a04","Middelbuurt","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 92","52.6329791654","5.77738488219","ontvolking","1859 (ontruiming)","1800 - 1900","bekend","1859","1859"
"142","http://www.histopo.nl/plaats/36dc7d2b-52bb-af4f-70a9-ef8d2d0a9f0c","Zuiderbuurt","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 92","52.6270483102","5.77718458525","ontvolking","1855 (ontruiming)","1800 - 1900","bekend","1855","1855"
"143","http://www.histopo.nl/plaats/7d50d602-26fe-480a-07b2-9d8e35bdb351","Herwen","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 104","51.8762782703","6.09129321585","overstroming, verplaatsing","1764","1700 - 1800","bekend","1764","1764"
"144","http://www.histopo.nl/plaats/77c809ea-3be8-dc9d-ba74-e8265914b6e7","Doornik","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 111","51.8721328366","5.88851617111","overstroming","1799","1700 - 1800","bekend","1799","1799"
"145","http://www.histopo.nl/plaats/051d8558-0a90-e117-2b72-38ddec1e2e51","Malburgen","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 115","51.9596619562","5.9290238762","overstroming, oorlog","-","1600 - 1700","bekend","1600","1700"
"146","http://www.histopo.nl/plaats/3c779466-9316-3499-2e18-a7939c53a008","Verhuizen","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 119","51.9627744283","5.52241752761","overstroming","-","1600 - 1700","bekend","1600","1700"
"147","http://www.histopo.nl/plaats/9c678c88-e6eb-55a6-2114-b47a53e42b9a","Leuven","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 124","51.9163922511","6.02886759306","overstroming","1799","1700 - 1800","bekend","1799","1799"
"148","http://www.histopo.nl/plaats/3f790af9-8105-c0ae-fd3c-300621dfee0f","Kootwijk","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 128","52.1813301231","5.78964014333","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"149","http://www.histopo.nl/plaats/77933b81-185f-e710-483a-c3a2a86c7497","Harten","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 131","51.9931584454","5.73189392348","oorlog","-","1500 - 1600","bekend","1500","1600"
"150","http://www.histopo.nl/plaats/21dcdf71-9882-998d-50c0-b0addea77a42","Wolfheze","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 137","51.9943508872","5.79206615798","oorlog","1585 (Tachtigjarige Oorlog)","1500 - 1600","bekend","1585","1585"
"151","http://www.histopo.nl/plaats/bcaa7523-156d-0bf1-418c-7f2b161b94ef","Doorwerth","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 144","51.9693269876","5.78165373646","oorlog","1944 (Tweede Wereldoorlog)","1900 - 1950","bekend","1944","1944"
"152","http://www.histopo.nl/plaats/5d1dcadc-7997-add8-7d10-12ed7f564f8c","Doornspijk","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 152","52.4335503564","5.81128346954","overstroming, verplaatsing","1825","1800 - 1900","bekend","1825","1825"
"153","http://www.histopo.nl/plaats/d46aae0f-ec48-eb9f-9158-a2388bbac26c","Eme","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 158","52.1207897786","6.24477072829","?","-","1600 - 1700","bekend","1600","1700"
"154","http://www.histopo.nl/plaats/5edc7aab-8caa-3267-e277-495ce691cf45","Nieuwgraaf","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 160","51.9724458197","5.98774096281","industrie en infrastructuur","1972","1950 - 2000","bekend","1972","1972"
"155","http://www.histopo.nl/plaats/ce321856-15f3-375d-34ec-da77bdc30779","De Dukenburg","gehucht","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 163","51.7591295916","5.95168745089","oorlog","1944 (Tweede Wereldoorlog)","1900 - 1950","bekend","1944","1944"
"156","http://www.histopo.nl/plaats/30d99c74-dbae-2df7-5dc5-37bb4b5708c6","Paveien","dorp","Bert Stulp, Verdwenen Dorpen, boek 3, blz. 166","51.9287603269","5.18684470788","ontvolking","-","1000 - 1500","bekend","1000","1500"
"157","http://www.histopo.nl/plaats/dd0e0483-46ad-d941-f647-1619ec1695a3","Rottumeroog","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 18","53.5401942619","6.57525927829","overstuiving, ontvolking","-","1600 - 1700","bekend","1600","1700"
"158","http://www.histopo.nl/plaats/0908ceec-c548-bd87-8e52-c50c4f63875f","Westerburen","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 23","53.4752067014","6.13070788656","overstroming, overstuiving, verplaatsing","-","1700 - 1800","bekend","1700","1800"
"159","http://www.histopo.nl/plaats/b6829645-812b-16f7-ff3e-56bd56509a5c","Dompen","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 24","53.4700935195","6.14808758768","overstroming, overstuiving, verplaatsing","-","1700 - 1800","bekend","1700","1800"
"160","http://www.histopo.nl/plaats/453b8aa6-49c3-cf0e-4932-8edbd860f3d5","Sier","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 29","53.4379428752","5.61855940885","overstuiving, ontvolking","-","1700 - 1800","bekend","1700","1800"
"161","http://www.histopo.nl/plaats/3349eab5-4be8-1ee8-e084-d111acd689bf","Oerd","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 31","53.4551063211","5.90204365016","overstuiving, ontvolking","-","1700 - 1800","bekend","1700","1800"
"162","http://www.histopo.nl/plaats/1f05a1c0-bf07-41fc-c292-6f2916196af0","Swartwoude","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 32","53.444957269","5.84309248147","overstuiving, ontvolking","-","1700 - 1800","onbekend","1700","1800"
"163","http://www.histopo.nl/plaats/466fb86b-17de-34e0-f91c-811e34115a38","De Blieke","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 32","53.446985138","5.63046777186","overstuiving, ontvolking","-","1000 - 1500","bekend","1000","1500"
"164","http://www.histopo.nl/plaats/974d9d2e-bb2e-9aa5-4d9b-708c6665d9eb","Koudenburg","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 32","53.4608474875","5.63980529535","overstuiving, ontvolking","-","1000 - 1500","bekend","1000","1500"
"165","http://www.histopo.nl/plaats/aeb99986-cd13-ea3d-6c2c-0a4095046646","Stryp","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 35","53.3782088578","5.28313952614","oorlog","-","1500 - 1600","bekend","1500","1600"
"166","http://www.histopo.nl/plaats/2f3e52df-2e3f-e1ca-1cdf-efba2bd73215","Vijfpoort","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 37","53.3885445965","5.31114507405","ontvolking","-","1500 - 1600","bekend","1500","1600"
"167","http://www.histopo.nl/plaats/320c1815-9a0f-40cc-da73-4db4e6c98430","Stortum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 38","53.371885472","5.26614767914","overstroming","-","1900 - 1950","bekend","1900","1950"
"168","http://www.histopo.nl/plaats/ce9e8231-1cf2-f309-3917-a40af525ca71","Horp","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 38","53.3766752516","5.26688550366","ontvolking","-","1500 - 1600","bekend","1500","1600"
"169","http://www.histopo.nl/plaats/8da0d4cf-bd45-1471-cb83-f33c6394c2be","Schittrum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 38","53.3724374195","5.24500715002","ontvolking","-","1600 - 1700","bekend","1600","1700"
"170","http://www.histopo.nl/plaats/7615c73f-994a-a86e-3306-1784f764d5e4","Stattum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 39","53.3735443202","5.23899368072","ontvolking","-","1700 - 1800","bekend","1700","1800"
"171","http://www.histopo.nl/plaats/e20ee8f9-f2ac-bb73-924c-243df4e4bc01","Wolmerum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 40","53.3644273397","5.22720322701","overstroming","-","1600 - 1700","bekend","1600","1700"
"172","http://www.histopo.nl/plaats/f2e48571-a297-ccd4-19c7-a40d55a69b92","Hierum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 40","53.3714892615","5.27451705702","overstroming","-","1500 - 1600","onbekend","1500","1600"
"173","http://www.histopo.nl/plaats/ded1c237-27fe-0057-76f4-1a682e5c88fd","Allum","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 40","53.3706639046","5.2578881697","overstroming","-","1500 - 1600","bekend","1500","1600"
"174","http://www.histopo.nl/plaats/776965ee-5b85-5501-e026-c4b5e722eb47","West-Vlieland","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 43","53.2672586648","4.92694136485","overstroming, overstuiving","1717 (Kerstvloed)","1700 - 1800","bekend","1717","1717"
"175","http://www.histopo.nl/plaats/60cc38f0-3264-df62-9abf-83f7ce1ba1f9","Den Westen","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 54","53.0420897392","4.74848182428","overstuiving, oorlog","-","1500 - 1600","bekend","1500","1600"
"176","http://www.histopo.nl/plaats/83c3e1f7-0dde-e143-6970-b226f59782a2","Den Horn","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 57","53.0186863761","4.76152210413","oorlog, verplaatsing","1398","1000 - 1500","bekend","1398","1398"
"177","http://www.histopo.nl/plaats/51dc1469-f5df-98ca-e60c-760bf5b1513d","Hoogenberg","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 59","53.0401167804","4.82639805836","ontvolking","-","1800 - 1900","bekend","1800","1900"
"178","http://www.histopo.nl/plaats/65c5e67b-f7fd-3433-cdbb-1ced28596341","Het Horntje","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 59","52.9958275535","4.77415337327","overstroming","-","1800 - 1900","bekend","1800","1900"
"179","http://www.histopo.nl/plaats/36d9ccc0-c7dd-3f1a-9c04-01be149738c3","Nieuweschild","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 59","53.0723994869","4.88187356125","ontvolking","-","1800 - 1900","bekend","1800","1900"
"180","http://www.histopo.nl/plaats/1eba83dd-9879-8841-35c8-dfb661ccd7dd","Oost","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 61","53.0949918926","4.89080639133","ontvolking","-","1000 - 1500","bekend","1000","1500"
"181","http://www.histopo.nl/plaats/de460dd9-3cb8-4100-2551-6d45c6e2b3f7","Zevenhuizen","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 61","53.089624593","4.88158353736","ontvolking","-","1000 - 1500","bekend","1000","1500"
"182","http://www.histopo.nl/plaats/4e935d2f-ba5e-8938-55f2-87604579b995","Gryn","stad","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 64","53.2506385527","5.24964766876","overstroming","1287 (Sint Luciavloed)","1000 - 1500","bekend","1287","1287"
"183","http://www.histopo.nl/plaats/dcaed9d2-95ef-8da6-4c6d-c8641476a0b6","Heveskes","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 70","53.3078630359","6.96455614112","industrie en infrastructuur","-","1950 - 2000","bekend","1950","2000"
"184","http://www.histopo.nl/plaats/4ba88117-4237-f44d-6b9b-dba3c16f666d","Oterdum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 72","53.309991272","6.99653460365","industrie en infrastructuur","-","1950 - 2000","bekend","1950","2000"
"185","http://www.histopo.nl/plaats/defdb705-219a-6827-f3a6-d20152a2edcd","Weiwerd","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 73","53.3102566814","6.9471028984","industrie en infrastructuur","-","1950 - 2000","bekend","1950","2000"
"186","http://www.histopo.nl/plaats/3316b4e2-045f-d10d-c19d-92acfa05c6ac","Ladysmith","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 79","53.3439537684","6.90165175282","industrie en infrastructuur","-","1950 - 2000","bekend","1950","2000"
"187","http://www.histopo.nl/plaats/f11695a0-8307-e951-5271-0cc3f2dcfbb2","Oostwold","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 82","53.2385066106","6.89641072037","ontvolking","-","1600 - 1700","bekend","1600","1700"
"188","http://www.histopo.nl/plaats/f90d689c-db8c-5a5f-cffc-0756405ccffc","Westerdijkshorn","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 84","53.3073581714","6.57494360305","ontvolking","-","1800 - 1900","bekend","1800","1900"
"189","http://www.histopo.nl/plaats/05c4b9e1-5cde-24fe-1ffb-57935522767f","Onderwierum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 86","53.3262592322","6.5800575135","ontvolking","-","1800 - 1900","bekend","1800","1900"
"190","http://www.histopo.nl/plaats/04cae281-ea07-77c3-b3a0-6af84cd12e6e","Vliedorp","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 88","53.3416753869","6.34768310941","overstroming","-","1800 - 1900","bekend","1800","1900"
"191","http://www.histopo.nl/plaats/afefc108-cb65-a823-552a-fa463f1e46ee","Wierum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 90","53.2670236277","6.51098548514","overstroming","-","1800 - 1900","bekend","1800","1900"
"192","http://www.histopo.nl/plaats/b5411485-4123-66af-5f8b-e22451c11f36","Wierumerschouw","gehucht","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 91","53.268867717","6.505967094","overstroming","-","1800 - 1900","bekend","1800","1900"
"193","http://www.histopo.nl/plaats/cad3cce7-028a-7bbf-3cb2-6c08b7d63f35","Maarhuizen","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 94","53.3407659634","6.49128851085","ontvolking","-","1700 - 1800","bekend","1700","1800"
"194","http://www.histopo.nl/plaats/f99586e2-d93c-8ff1-1129-abad6a2938cf","Ranum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 96","53.3432145997","6.50924942453","ontvolking","-","1800 - 1900","bekend","1800","1900"
"195","http://www.histopo.nl/plaats/fad66cd6-d500-e5cd-91f6-bd4da8031967","Wierhuizen","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 99","53.399869945","6.42517912598","overstroming","1717 (Kerstvloed)","1700 - 1800","bekend","1717","1717"
"196","http://www.histopo.nl/plaats/028d990b-e3fe-17b4-1039-0052c2f2ae9d","Harssens","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 101","53.2677320981","6.5263976282","ontvolking","-","1700 - 1800","bekend","1700","1800"
"197","http://www.histopo.nl/plaats/263ceb90-1732-39d3-3a4f-42df3ecd404c","Westernieland","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 105","53.3997285356","6.4757679304","overstroming, verplaatsing","1717 (Kerstvloed)","1700 - 1800","bekend","1717","1717"
"198","http://www.histopo.nl/plaats/d637be82-a9c7-d67f-c43c-5b0a41f391d4","Klein-Maarslag","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 107","53.3445345487","6.44184867339","ontvolking","-","1800 - 1900","bekend","1800","1900"
"199","http://www.histopo.nl/plaats/495705c7-b567-fd99-29e7-f7966c5a487c","Menkeweer","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 110","53.3395170365","6.58333743149","concurrentie","-","1800 - 1900","bekend","1800","1900"
"200","http://www.histopo.nl/plaats/89c60e39-a8ca-b482-cf3e-862de95c13cf","Jansum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 113","53.3343083136","7.14670986735","overstroming","1287 (Sint Luciavloed)","1000 - 1500","bekend","1287","1287"
"201","http://www.histopo.nl/plaats/1dcec3ce-d3fe-1716-63f4-452d381df5e2","Torum","stad","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 119","53.3147492771","7.19893208511","overstroming","1509 (Cosmas- en Damianusvloed)","1500 - 1600","bekend","1509","1509"
"202","http://www.histopo.nl/plaats/8e96f2f4-77d3-6f9e-4958-3b499f4aade0","Fletum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 120","53.3393015802","7.15246970797","overstroming","-","1000 - 1500","bekend","1000","1500"
"203","http://www.histopo.nl/plaats/4549a87e-f137-12fd-5980-a34874abe934","Stokdorp","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 123","53.3013284902","7.12923612337","overstroming","-","1000 - 1500","bekend","1000","1500"
"204","http://www.histopo.nl/plaats/4f4ecf11-ac56-1120-d1df-eedfb3c0a857","Hakkelsum","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 123","53.2997829014","7.15200668539","overstroming","-","1000 - 1500","bekend","1000","1500"
"205","http://www.histopo.nl/plaats/ec1c080e-7c66-d0e8-671e-c6c3f3e7578d","Zanddorp","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 123","53.2901342935","7.13947796463","overstroming","-","1000 - 1500","bekend","1000","1500"
"206","http://www.histopo.nl/plaats/ba2aa014-214d-92e1-6755-0ebfe314056c","Saxumerwolde","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 123","53.2935469447","7.09724239599","overstroming","-","1000 - 1500","bekend","1000","1500"
"207","http://www.histopo.nl/plaats/88cc74c4-6b86-85a0-8a7a-480188357659","Wijndeham","dorp","Bert Stulp, Verdwenen Dorpen, boek 4, blz. 123","53.2859533469","7.14575690397","overstroming","-","1000 - 1500","bekend","1000","1500"
